Tm,Tgt_20,Rec_20,Ctch%_20,Yds_20,TD_20,%Tgt_20,Tgt_10,Rec_10,Ctch%_10,Yds_10,TD_10,%Tgt_10,Highlights,Player,Year
NYG,4,2,50.00%,11,0,4.9%,1,1,100.00%,7,0,2.6%,All Hakeem Nicks red zone receiving plays,Hakeem Nicks,2015
SF,4,2,50.00%,17,0,6.2%,1,0,0.00%,0,0,3.8%,All Quinton Patton red zone receiving plays,Quinton Patton,2015
OAK,4,4,100.00%,29,3,7.1%,3,3,100.00%,18,2,13.6%,All Marcel Reece red zone receiving plays,Marcel Reece,2015
WAS,4,1,25.00%,8,0,5.1%,1,0,0.00%,0,0,2.4%,All Andre Roberts red zone receiving plays,Andre Roberts,2015
TEN,4,2,50.00%,20,1,7.3%,0,0,0,0,0,.0%,All Bishop Sankey red zone receiving plays,Bishop Sankey,2015
MIA,4,3,75.00%,10,1,5.9%,4,3,75.00%,10,1,9.3%,All Dion Sims red zone receiving plays,Dion Sims,2015
MIA,4,4,100.00%,21,1,5.9%,2,2,100.00%,17,1,4.7%,All Damien Williams red zone receiving plays,Damien Williams,2015
BAL,4,2,50.00%,7,0,5.3%,3,1,33.33%,0,0,9.1%,All Maxx Williams red zone receiving plays,Maxx Williams,2015
DET,4,2,50.00%,17,2,5.7%,3,2,66.67%,17,2,8.1%,All Tim Wright red zone receiving plays,Tim Wright,2015
JAX,4,3,75.00%,16,1,4.5%,1,1,100.00%,4,1,2.0%,All T.J. Yeldon red zone receiving plays,T.J. Yeldon,2015
DEN,3,3,100.00%,12,0,4.3%,1,1,100.00%,3,0,3.4%,All C.J. Anderson red zone receiving plays,C.J. Anderson,2015
PHI,3,0,0.00%,0,0,5.8%,1,0,0.00%,0,0,4.3%,All Miles Austin red zone receiving plays,Miles Austin,2015
CIN,3,2,66.67%,15,0,4.6%,1,0,0.00%,0,0,3.0%,All Giovani Bernard red zone receiving plays,Giovani Bernard,2015
IND,3,3,100.00%,17,3,4.2%,3,3,100.00%,17,3,9.1%,All Ahmad Bradshaw red zone receiving plays,Ahmad Bradshaw,2015
STL,3,0,0.00%,0,0,8.8%,1,0,0.00%,0,0,9.1%,All Kenny Britt red zone receiving plays,Kenny Britt,2015
BAL,3,0,0.00%,0,0,4.0%,1,0,0.00%,0,0,3.0%,All Daniel Brown red zone receiving plays,Daniel Brown,2015
BAL,3,1,33.33%,2,0,4.0%,0,0,0,0,0,.0%,All Jeremy Butler red zone receiving plays,Jeremy Butler,2015
BUF,3,1,33.33%,9,1,7.7%,2,1,50.00%,9,1,10.5%,All Charles Clay red zone receiving plays,Charles Clay,2015
NYJ,3,1,33.33%,1,1,3.9%,3,1,33.33%,1,1,7.9%,All Kellen Davis red zone receiving plays,Kellen Davis,2015
SF,3,2,66.67%,4,0,4.6%,2,1,50.00%,1,0,7.7%,All Mike Davis red zone receiving plays,Mike Davis,2015
MIN,3,2,66.67%,22,1,7.9%,0,0,0,0,0,.0%,All Rhett Ellison red zone receiving plays,Rhett Ellison,2015
ARI,3,3,100.00%,49,3,3.8%,0,0,0,0,0,.0%,All Darren Fells red zone receiving plays,Darren Fells,2015
HOU,3,2,66.67%,6,1,4.3%,3,2,66.67%,6,1,10.3%,All C.J. Fiedorowicz red zone receiving plays,C.J. Fiedorowicz,2015
CIN,3,0,0.00%,0,0,4.6%,3,0,0.00%,0,0,9.1%,All Jake Fisher red zone receiving plays,Jake Fisher,2015
DEN,3,1,33.33%,12,0,4.3%,0,0,0,0,0,.0%,All Bennie Fowler red zone receiving plays,Bennie Fowler,2015
DEN,3,1,33.33%,1,1,4.3%,2,1,50.00%,1,1,6.9%,All Virgil Green red zone receiving plays,Virgil Green,2015
HOU,3,2,66.67%,18,2,4.3%,2,2,100.00%,18,2,6.9%,All Ryan Griffin red zone receiving plays,Ryan Griffin,2015
KC,3,2,66.67%,16,1,5.2%,0,0,0,0,0,.0%,All Demetrius Harris red zone receiving plays,Demetrius Harris,2015
BUF,3,2,66.67%,9,0,7.7%,0,0,0,0,0,.0%,All Percy Harvin red zone receiving plays,Percy Harvin,2015
SDG,3,2,66.67%,9,0,4.3%,1,0,0.00%,0,0,3.8%,All Javontee Herndon red zone receiving plays,Javontee Herndon,2015
NO,3,2,66.67%,5,0,4.3%,2,1,50.00%,3,0,6.7%,All Austin Johnson red zone receiving plays,Austin Johnson,2015
DEN,3,2,66.67%,25,1,4.3%,2,1,50.00%,10,1,6.9%,All Cody Latimer red zone receiving plays,Cody Latimer,2015
SEA,3,2,66.67%,4,0,5.8%,1,0,0.00%,0,0,4.2%,All Marshawn Lynch red zone receiving plays,Marshawn Lynch,2015
NE,3,2,66.67%,15,2,3.6%,1,1,100.00%,2,1,2.5%,All Keshawn Martin red zone receiving plays,Keshawn Martin,2015
2TM,3,1,33.33%,8,1,0,2,1,50.00%,8,1,0,All Chris Matthews red zone receiving plays,Chris Matthews,2015
BUF,3,2,66.67%,20,2,7.7%,3,2,66.67%,20,2,15.8%,All LeSean McCoy red zone receiving plays,LeSean McCoy,2015
CLE,3,1,33.33%,10,1,3.5%,2,1,50.00%,10,1,5.0%,All Marlon Moore red zone receiving plays,Marlon Moore,2015
PHI,3,2,66.67%,9,1,5.8%,3,2,66.67%,9,1,13.0%,All DeMarco Murray red zone receiving plays,DeMarco Murray,2015
NYG,3,2,66.67%,12,0,3.7%,0,0,0,0,0,.0%,All Preston Parker red zone receiving plays,Preston Parker,2015
CLE,3,0,0.00%,0,0,3.5%,0,0,0,0,0,.0%,All Terrelle Pryor red zone receiving plays,Terrelle Pryor,2015
NO,3,3,100.00%,5,0,4.3%,1,1,100.00%,3,0,3.3%,All Khiry Robinson red zone receiving plays,Khiry Robinson,2015
NYJ,3,2,66.67%,23,1,3.9%,0,0,0,0,0,.0%,All Devin Smith red zone receiving plays,Devin Smith,2015
TEN,3,2,66.67%,11,1,5.5%,2,1,50.00%,10,1,6.5%,All Craig Stevens red zone receiving plays,Craig Stevens,2015
HOU,3,3,100.00%,21,2,4.3%,2,2,100.00%,10,1,6.9%,All Jaelen Strong red zone receiving plays,Jaelen Strong,2015
ATL,3,3,100.00%,12,2,4.2%,2,2,100.00%,6,2,5.6%,All Nick Williams red zone receiving plays,Nick Williams,2015
GB,2,1,50.00%,5,0,2.2%,1,0,0.00%,0,0,2.0%,All Jared Abbrederis red zone receiving plays,Jared Abbrederis,2015
NE,2,2,100.00%,12,1,2.4%,0,0,0,0,0,.0%,All LeGarrette Blount red zone receiving plays,LeGarrette Blount,2015
CLE,2,1,50.00%,4,0,2.3%,1,0,0.00%,0,0,2.5%,All Dwayne Bowe red zone receiving plays,Dwayne Bowe,2015
SF,2,0,0.00%,0,0,3.1%,1,0,0.00%,0,0,3.8%,All Reggie Bush red zone receiving plays,Reggie Bush,2015
BAL,2,2,100.00%,7,0,2.7%,1,1,100.00%,0,0,3.0%,All Michael Campanaro red zone receiving plays,Michael Campanaro,2015
2TM,2,2,100.00%,10,1,0,1,1,100.00%,8,1,0,All Chase Coffman red zone receiving plays,Chase Coffman,2015
ATL,2,0,0.00%,0,0,2.8%,1,0,0.00%,0,0,2.8%,All Tevin Coleman red zone receiving plays,Tevin Coleman,2015
ATL,2,2,100.00%,16,2,2.8%,1,1,100.00%,1,1,2.8%,All Patrick DiMarco red zone receiving plays,Patrick DiMarco,2015
JAX,2,1,50.00%,8,0,2.2%,0,0,0,0,0,.0%,All Toby Gerhart red zone receiving plays,Toby Gerhart,2015
BAL,2,1,50.00%,14,1,2.7%,0,0,0,0,0,.0%,All Chris Givens red zone receiving plays,Chris Givens,2015
SDG,2,2,100.00%,9,0,2.9%,0,0,0,0,0,.0%,All Melvin Gordon red zone receiving plays,Melvin Gordon,2015
STL,2,2,100.00%,6,0,5.9%,1,1,100.00%,-2,0,9.1%,All Todd Gurley red zone receiving plays,Todd Gurley,2015
SEA,2,0,0.00%,0,0,3.8%,2,0,0.00%,0,0,8.3%,All Cooper Helfet red zone receiving plays,Cooper Helfet,2015
OAK,2,2,100.00%,16,1,3.6%,1,1,100.00%,4,1,4.5%,All Roy Helu red zone receiving plays,Roy Helu,2015
CIN,2,0,0.00%,0,0,3.1%,1,0,0.00%,0,0,3.0%,All Ryan Hewitt red zone receiving plays,Ryan Hewitt,2015
PIT,2,1,50.00%,9,1,2.6%,1,1,100.00%,9,1,2.4%,All Darrius Heyward-Bey red zone receiving plays,Darrius Heyward-Bey,2015
CLE,2,1,50.00%,8,0,2.3%,0,0,0,0,0,.0%,All Darius Jennings red zone receiving plays,Darius Jennings,2015
MIA,2,1,50.00%,5,1,2.9%,2,1,50.00%,5,1,4.7%,All Greg Jennings red zone receiving plays,Greg Jennings,2015
ARI,2,1,50.00%,6,0,2.6%,1,0,0.00%,0,0,2.5%,All Chris Johnson red zone receiving plays,Chris Johnson,2015
WAS,2,1,50.00%,6,0,2.5%,1,1,100.00%,6,0,2.4%,All Matt Jones red zone receiving plays,Matt Jones,2015
STL,2,0,0.00%,0,0,5.9%,2,0,0.00%,0,0,18.2%,All Lance Kendricks red zone receiving plays,Lance Kendricks,2015
NYJ,2,2,100.00%,12,2,2.6%,2,2,100.00%,12,2,5.3%,All Jeremy Kerley red zone receiving plays,Jeremy Kerley,2015
GB,2,1,50.00%,5,0,2.2%,1,1,100.00%,5,0,2.0%,All Eddie Lacy red zone receiving plays,Eddie Lacy,2015
MIN,2,2,100.00%,11,1,5.3%,1,1,100.00%,4,1,6.7%,All Zach Line red zone receiving plays,Zach Line,2015
SEA,2,0,0.00%,0,0,3.8%,1,0,0.00%,0,0,4.2%,All Ricardo Lockette red zone receiving plays,Ricardo Lockette,2015
SEA,2,2,100.00%,19,2,3.8%,1,1,100.00%,8,1,4.2%,All Tyler Lockett red zone receiving plays,Tyler Lockett,2015
TEN,2,1,50.00%,3,1,3.6%,1,1,100.00%,3,1,3.2%,All Dexter McCluster red zone receiving plays,Dexter McCluster,2015
MIN,2,2,100.00%,26,1,5.3%,0,0,0,0,0,.0%,All Jerick McKinnon red zone receiving plays,Jerick McKinnon,2015
CHI,2,0,0.00%,0,0,2.8%,1,0,0.00%,0,0,2.6%,All Cameron Meredith red zone receiving plays,Cameron Meredith,2015
WAS,2,2,100.00%,12,0,2.5%,0,0,0,0,0,.0%,All Alfred Morris red zone receiving plays,Alfred Morris,2015
ARI,2,2,100.00%,12,2,2.6%,1,1,100.00%,1,1,2.5%,All Troy Niklas red zone receiving plays,Troy Niklas,2015
GB,2,1,50.00%,11,1,2.2%,1,0,0.00%,0,0,2.0%,All Justin Perillo red zone receiving plays,Justin Perillo,2015
MIN,2,1,50.00%,9,0,5.3%,0,0,0,0,0,.0%,All Adrian Peterson red zone receiving plays,Adrian Peterson,2015
SDG,2,2,100.00%,8,1,2.9%,1,1,100.00%,1,1,3.8%,All John Phillips red zone receiving plays,John Phillips,2015
HOU,2,1,50.00%,11,1,2.9%,1,0,0.00%,0,0,3.4%,All Chris Polk red zone receiving plays,Chris Polk,2015
MIN,2,2,100.00%,9,0,5.3%,0,0,0,0,0,.0%,All MyCole Pruitt red zone receiving plays,MyCole Pruitt,2015
STL,2,0,0.00%,0,0,5.9%,0,0,0,0,0,.0%,All Brian Quick red zone receiving plays,Brian Quick,2015
TB,2,1,50.00%,4,1,2.8%,2,1,50.00%,4,1,4.8%,All Russell Shepard red zone receiving plays,Russell Shepard,2015
CAR,2,2,100.00%,14,1,2.9%,0,0,0,0,0,.0%,All Jonathan Stewart red zone receiving plays,Jonathan Stewart,2015
TB,2,2,100.00%,7,1,2.8%,1,1,100.00%,3,1,2.4%,All Luke Stocker red zone receiving plays,Luke Stocker,2015
MIA,2,2,100.00%,13,2,2.9%,2,2,100.00%,13,2,4.7%,All Jake Stoneburner red zone receiving plays,Jake Stoneburner,2015
BAL,2,2,100.00%,10,0,2.7%,0,0,0,0,0,.0%,All Lorenzo Taliaferro red zone receiving plays,Lorenzo Taliaferro,2015
ATL,2,1,50.00%,8,0,2.8%,1,1,100.00%,8,0,2.8%,All Terron Ward red zone receiving plays,Terron Ward,2015
STL,2,1,50.00%,6,0,5.9%,0,0,0,0,0,.0%,All Wes Welker red zone receiving plays,Wes Welker,2015
BUF,2,2,100.00%,3,0,5.1%,2,2,100.00%,3,0,10.5%,All Karlos Williams red zone receiving plays,Karlos Williams,2015
SEA,2,0,0.00%,0,0,3.8%,2,0,0.00%,0,0,8.3%,All Luke Willson red zone receiving plays,Luke Willson,2015
MIN,2,0,0.00%,0,0,5.3%,0,0,0,0,0,.0%,All Jarius Wright red zone receiving plays,Jarius Wright,2015
MIA,1,1,100.00%,11,0,1.5%,0,0,0,0,0,.0%,All Jay Ajayi red zone receiving plays,Jay Ajayi,2015
MIN,1,1,100.00%,0,0,2.6%,1,1,100.00%,0,0,6.7%,All Matt Asiata red zone receiving plays,Matt Asiata,2015
STL,1,1,100.00%,18,1,2.9%,0,0,0,0,0,.0%,All Stedman Bailey red zone receiving plays,Stedman Bailey,2015
HOU,1,1,100.00%,4,0,1.4%,0,0,0,0,0,.0%,All Alfred Blue red zone receiving plays,Alfred Blue,2015
NYJ,1,1,100.00%,2,0,1.3%,0,0,0,0,0,.0%,All Tommy Bohanon red zone receiving plays,Tommy Bohanon,2015
NE,1,1,100.00%,18,1,1.2%,0,0,0,0,0,.0%,All Brandon Bolden red zone receiving plays,Brandon Bolden,2015
SDG,1,0,0.00%,0,0,1.4%,1,0,0.00%,0,0,3.8%,All Donald Brown red zone receiving plays,Donald Brown,2015
BAL,1,0,0.00%,0,0,1.3%,0,0,0,0,0,.0%,All Marlon Brown red zone receiving plays,Marlon Brown,2015
CIN,1,1,100.00%,5,1,1.5%,1,1,100.00%,5,1,3.0%,All Rex Burkhead red zone receiving plays,Rex Burkhead,2015
DET,1,1,100.00%,4,1,1.4%,1,1,100.00%,4,1,2.7%,All Michael Burton red zone receiving plays,Michael Burton,2015
NO,1,1,100.00%,9,0,1.4%,0,0,0,0,0,.0%,All Travaris Cadet red zone receiving plays,Travaris Cadet,2015
CHI,1,1,100.00%,1,1,1.4%,1,1,100.00%,1,1,2.6%,All Ka'Deem Carey red zone receiving plays,Ka'Deem Carey,2015
PHI,1,0,0.00%,0,0,1.9%,0,0,0,0,0,.0%,All Riley Cooper red zone receiving plays,Riley Cooper,2015
CLE,1,1,100.00%,0,0,1.2%,1,1,100.00%,0,0,2.5%,All Isaiah Crowell red zone receiving plays,Isaiah Crowell,2015
NYJ,1,0,0.00%,0,0,1.3%,1,0,0.00%,0,0,2.6%,All Jeff Cumberland red zone receiving plays,Jeff Cumberland,2015
NYG,1,1,100.00%,6,0,1.2%,1,1,100.00%,6,0,2.6%,All Jerome Cunningham red zone receiving plays,Jerome Cunningham,2015
BUF,1,0,0.00%,0,0,2.6%,0,0,0,0,0,.0%,All Anthony Dixon red zone receiving plays,Anthony Dixon,2015
IND,1,0,0.00%,0,0,1.4%,0,0,0,0,0,.0%,All Phillip Dorsett red zone receiving plays,Phillip Dorsett,2015
DAL,1,1,100.00%,7,0,1.4%,1,1,100.00%,7,0,2.6%,All Lance Dunbar red zone receiving plays,Lance Dunbar,2015
BUF,1,0,0.00%,0,0,2.6%,1,0,0.00%,0,0,5.3%,All Marcus Easley red zone receiving plays,Marcus Easley,2015
NYJ,1,1,100.00%,7,0,1.3%,0,0,0,0,0,.0%,All Quincy Enunwa red zone receiving plays,Quincy Enunwa,2015
TEN,1,1,100.00%,1,1,1.8%,1,1,100.00%,1,1,3.2%,All Jalston Fowler red zone receiving plays,Jalston Fowler,2015
SF,1,1,100.00%,16,0,1.5%,0,0,0,0,0,.0%,All Kendall Gaskins red zone receiving plays,Kendall Gaskins,2015
BUF,1,1,100.00%,14,0,2.6%,0,0,0,0,0,.0%,All Mike Gillislee red zone receiving plays,Mike Gillislee,2015
JAX,1,0,0.00%,0,0,1.1%,0,0,0,0,0,.0%,All Corey Grant red zone receiving plays,Corey Grant,2015
DAL,1,0,0.00%,0,0,1.4%,0,0,0,0,0,.0%,All James Hanna red zone receiving plays,James Hanna,2015
SF,1,1,100.00%,3,0,1.5%,0,0,0,0,0,.0%,All DuJuan Harris red zone receiving plays,DuJuan Harris,2015
MIA,1,0,0.00%,0,0,1.5%,1,0,0.00%,0,0,2.3%,All Matt Hazel red zone receiving plays,Matt Hazel,2015
BUF,1,1,100.00%,3,0,2.6%,0,0,0,0,0,.0%,All Dan Herron red zone receiving plays,Dan Herron,2015
CLE,1,0,0.00%,0,0,1.2%,0,0,0,0,0,.0%,All Rob Housler red zone receiving plays,Rob Housler,2015
TEN,1,1,100.00%,8,1,1.8%,1,1,100.00%,8,1,3.2%,All Justin Hunter red zone receiving plays,Justin Hunter,2015
SF,1,1,100.00%,8,0,1.5%,0,0,0,0,0,.0%,All Carlos Hyde red zone receiving plays,Carlos Hyde,2015
PIT,1,1,100.00%,4,1,1.3%,1,1,100.00%,4,1,2.4%,All Jesse James red zone receiving plays,Jesse James,2015
NYG,1,1,100.00%,5,0,1.2%,1,1,100.00%,5,0,2.6%,All Rashad Jennings red zone receiving plays,Rashad Jennings,2015
MIN,1,0,0.00%,0,0,2.6%,0,0,0,0,0,.0%,All Charles Johnson red zone receiving plays,Charles Johnson,2015
CLE,1,1,100.00%,0,0,1.2%,0,0,0,0,0,.0%,All Malcolm Johnson red zone receiving plays,Malcolm Johnson,2015
OAK,1,1,100.00%,1,0,1.8%,0,0,0,0,0,.0%,All Taiwan Jones red zone receiving plays,Taiwan Jones,2015
STL,1,1,100.00%,5,0,2.9%,1,1,100.00%,5,0,9.1%,All Bradley Marquez red zone receiving plays,Bradley Marquez,2015
PHI,1,1,100.00%,5,0,1.9%,0,0,0,0,0,.0%,All Ryan Mathews red zone receiving plays,Ryan Mathews,2015
MIA,1,1,100.00%,3,1,1.5%,1,1,100.00%,3,1,2.3%,All Rishard Matthews red zone receiving plays,Rishard Matthews,2015
TEN,1,1,100.00%,1,1,1.8%,1,1,100.00%,1,1,3.2%,All Tre McBride red zone receiving plays,Tre McBride,2015
HOU,1,0,0.00%,0,0,1.4%,0,0,0,0,0,.0%,All Keith Mumphery red zone receiving plays,Keith Mumphery,2015
TB,1,0,0.00%,0,0,1.4%,1,0,0.00%,0,0,2.4%,All Louis Murphy red zone receiving plays,Louis Murphy,2015
TB,1,1,100.00%,9,0,1.4%,0,0,0,0,0,.0%,All Brandon Myers red zone receiving plays,Brandon Myers,2015
OAK,1,0,0.00%,0,0,1.8%,1,0,0.00%,0,0,4.5%,All Jamize Olawale red zone receiving plays,Jamize Olawale,2015
BUF,1,0,0.00%,0,0,2.6%,0,0,0,0,0,.0%,All Nick O'Leary red zone receiving plays,Nick O'Leary,2015
NYJ,1,0,0.00%,0,0,1.3%,1,0,0.00%,0,0,2.6%,All Chris Owusu red zone receiving plays,Chris Owusu,2015
KC,1,0,0.00%,0,0,1.7%,0,0,0,0,0,.0%,All Brian Parker red zone receiving plays,Brian Parker,2015
DET,1,1,100.00%,2,1,1.4%,1,1,100.00%,2,1,2.7%,All Brandon Pettigrew red zone receiving plays,Brandon Pettigrew,2015
TB,1,1,100.00%,4,0,1.4%,1,1,100.00%,4,0,2.4%,All Bobby Rainey red zone receiving plays,Bobby Rainey,2015
IND,1,0,0.00%,0,0,1.4%,0,0,0,0,0,.0%,All Joe Reitz red zone receiving plays,Joe Reitz,2015
NYJ,1,1,100.00%,2,0,1.3%,0,0,0,0,0,.0%,All Stevan Ridley red zone receiving plays,Stevan Ridley,2015
CLE,1,0,0.00%,0,0,1.2%,1,0,0.00%,0,0,2.5%,All Mitchell Schwartz red zone receiving plays,Mitchell Schwartz,2015
KC,1,0,0.00%,0,0,1.7%,0,0,0,0,0,.0%,All Anthony Sherman red zone receiving plays,Anthony Sherman,2015
SF,1,1,100.00%,6,1,1.5%,1,1,100.00%,6,1,3.8%,All Jerome Simpson red zone receiving plays,Jerome Simpson,2015
WAS,1,0,0.00%,0,0,1.3%,0,0,0,0,0,.0%,All Alex Smith red zone receiving plays,Alex Smith,2015
OAK,1,1,100.00%,5,1,1.8%,1,1,100.00%,5,1,4.5%,All Lee Smith red zone receiving plays,Lee Smith,2015
PIT,1,1,100.00%,6,0,1.3%,0,0,0,0,0,.0%,All Matt Spaeth red zone receiving plays,Matt Spaeth,2015
NO,1,1,100.00%,9,1,1.4%,1,1,100.00%,9,1,3.3%,All C.J. Spiller red zone receiving plays,C.J. Spiller,2015
NYJ,1,1,100.00%,12,0,1.3%,0,0,0,0,0,.0%,All Zac Stacy red zone receiving plays,Zac Stacy,2015
DAL,1,0,0.00%,0,0,1.4%,0,0,0,0,0,.0%,All Devin Street red zone receiving plays,Devin Street,2015
OAK,1,1,100.00%,8,0,1.8%,0,0,0,0,0,.0%,All Rod Streater red zone receiving plays,Rod Streater,2015
TEN,1,0,0.00%,0,0,1.8%,0,0,0,0,0,.0%,All Phillip Supernaw red zone receiving plays,Phillip Supernaw,2015
ARI,1,1,100.00%,4,0,1.3%,1,1,100.00%,4,0,2.5%,All Stepfan Taylor red zone receiving plays,Stepfan Taylor,2015
BUF,1,1,100.00%,4,0,2.6%,1,1,100.00%,4,0,5.3%,All Tyrod Taylor red zone receiving plays,Tyrod Taylor,2015
NYJ,1,0,0.00%,0,0,1.3%,0,0,0,0,0,.0%,All Kenbrell Thompkins red zone receiving plays,Kenbrell Thompkins,2015
IND,1,1,100.00%,7,0,1.4%,1,1,100.00%,7,0,3.0%,All Zurlon Tipton red zone receiving plays,Zurlon Tipton,2015
SEA,1,1,100.00%,7,1,1.9%,1,1,100.00%,7,1,4.2%,All Will Tukuafu red zone receiving plays,Will Tukuafu,2015
BAL,1,0,0.00%,0,0,1.3%,0,0,0,0,0,.0%,All Darren Waller red zone receiving plays,Darren Waller,2015
HOU,1,0,0.00%,0,0,1.4%,1,0,0.00%,0,0,3.4%,All J.J. Watt red zone receiving plays,J.J. Watt,2015
DAL,1,0,0.00%,0,0,1.4%,1,0,0.00%,0,0,2.6%,All Lucky Whitehead red zone receiving plays,Lucky Whitehead,2015
WAS,1,1,100.00%,2,0,1.3%,1,1,100.00%,2,0,2.4%,All Darrel Young red zone receiving plays,Darrel Young,2015
GB,29,19,65.52%,127,11,28.4%,15,11,73.33%,45,9,30.6%,All Jordy Nelson red zone receiving plays,Jordy Nelson,2016
MIN,24,14,58.33%,99,5,32.4%,12,6,50.00%,24,4,37.5%,All Kyle Rudolph red zone receiving plays,Kyle Rudolph,2016
DET,22,14,63.64%,107,6,26.2%,11,7,63.64%,20,4,29.7%,All Anquan Boldin red zone receiving plays,Anquan Boldin,2016
NYG,21,9,42.86%,54,5,35.0%,10,5,50.00%,27,5,38.5%,All Odell Beckham red zone receiving plays,Odell Beckham,2016
OAK,21,12,57.14%,96,6,23.3%,8,4,50.00%,12,4,17.8%,All Michael Crabtree red zone receiving plays,Michael Crabtree,2016
NYJ,21,7,33.33%,43,3,30.0%,8,3,37.50%,-1,1,27.6%,All Brandon Marshall red zone receiving plays,Brandon Marshall,2016
GB,20,12,60.00%,60,7,19.6%,10,7,70.00%,24,5,20.4%,All Davante Adams red zone receiving plays,Davante Adams,2016
ARI,20,13,65.00%,95,4,25.6%,12,5,41.67%,18,4,30.8%,All Larry Fitzgerald red zone receiving plays,Larry Fitzgerald,2016
OAK,20,8,40.00%,53,4,22.2%,9,5,55.56%,25,3,20.0%,All Seth Roberts red zone receiving plays,Seth Roberts,2016
JAX,19,9,47.37%,52,6,28.4%,11,5,45.45%,15,4,42.3%,All Allen Robinson red zone receiving plays,Allen Robinson,2016
NO,19,13,68.42%,95,7,18.4%,11,7,63.64%,34,6,18.3%,All Michael Thomas red zone receiving plays,Michael Thomas,2016
SDG,18,8,44.44%,57,7,20.7%,7,5,71.43%,16,5,20.0%,All Antonio Gates red zone receiving plays,Antonio Gates,2016
DEN,18,8,44.44%,46,3,28.6%,11,6,54.55%,30,3,30.6%,All Emmanuel Sanders red zone receiving plays,Emmanuel Sanders,2016
DEN,18,12,66.67%,86,4,28.6%,11,5,45.45%,18,3,30.6%,All Demaryius Thomas red zone receiving plays,Demaryius Thomas,2016
TB,17,8,47.06%,65,7,25.4%,9,6,66.67%,32,6,33.3%,All Mike Evans red zone receiving plays,Mike Evans,2016
ATL,17,12,70.59%,74,2,18.3%,7,4,57.14%,14,1,14.0%,All Devonta Freeman red zone receiving plays,Devonta Freeman,2016
SEA,17,6,35.29%,78,4,24.3%,3,1,33.33%,1,1,9.7%,All Jimmy Graham red zone receiving plays,Jimmy Graham,2016
CIN,17,7,41.18%,39,4,27.0%,10,6,60.00%,30,4,33.3%,All Brandon LaFell red zone receiving plays,Brandon LaFell,2016
DET,17,9,52.94%,42,1,20.2%,5,3,60.00%,14,1,13.5%,All Golden Tate red zone receiving plays,Golden Tate,2016
TB,16,10,62.50%,66,8,23.9%,9,7,77.78%,34,6,33.3%,All Cameron Brate red zone receiving plays,Cameron Brate,2016
WAS,16,9,56.25%,65,3,21.6%,7,2,28.57%,10,1,18.9%,All Jamison Crowder red zone receiving plays,Jamison Crowder,2016
NO,16,9,56.25%,57,1,15.5%,7,4,57.14%,16,1,11.7%,All Coby Fleener red zone receiving plays,Coby Fleener,2016
SDG,16,10,62.50%,90,7,18.4%,8,6,75.00%,36,5,22.9%,All Hunter Henry red zone receiving plays,Hunter Henry,2016
KC,16,8,50.00%,56,3,20.8%,7,3,42.86%,6,1,21.2%,All Travis Kelce red zone receiving plays,Travis Kelce,2016
TEN,16,12,75.00%,58,3,24.2%,7,5,71.43%,16,3,23.3%,All DeMarco Murray red zone receiving plays,DeMarco Murray,2016
CAR,16,9,56.25%,69,2,24.2%,5,2,40.00%,7,1,23.8%,All Greg Olsen red zone receiving plays,Greg Olsen,2016
TEN,16,8,50.00%,64,5,24.2%,7,4,57.14%,29,4,23.3%,All Delanie Walker red zone receiving plays,Delanie Walker,2016
SDG,16,9,56.25%,45,2,18.4%,10,6,60.00%,18,2,28.6%,All Tyrell Williams red zone receiving plays,Tyrell Williams,2016
DAL,16,10,62.50%,84,2,30.2%,4,2,50.00%,15,2,13.3%,All Jason Witten red zone receiving plays,Jason Witten,2016
SEA,15,11,73.33%,83,6,21.4%,7,4,57.14%,10,3,22.6%,All Doug Baldwin red zone receiving plays,Doug Baldwin,2016
CAR,15,8,53.33%,84,5,22.7%,6,4,66.67%,30,4,28.6%,All Kelvin Benjamin red zone receiving plays,Kelvin Benjamin,2016
PIT,15,9,60.00%,64,4,23.4%,7,3,42.86%,13,3,24.1%,All Antonio Brown red zone receiving plays,Antonio Brown,2016
NE,15,6,40.00%,37,2,20.8%,9,2,22.22%,4,1,23.7%,All Julian Edelman red zone receiving plays,Julian Edelman,2016
NYJ,15,6,40.00%,22,1,21.4%,10,4,40.00%,15,1,34.5%,All Quincy Enunwa red zone receiving plays,Quincy Enunwa,2016
DET,15,6,40.00%,41,2,17.9%,8,3,37.50%,9,2,21.6%,All Marvin Jones red zone receiving plays,Marvin Jones,2016
TEN,15,12,80.00%,89,7,22.7%,7,6,85.71%,23,5,23.3%,All Rishard Matthews red zone receiving plays,Rishard Matthews,2016
PHI,14,5,35.71%,34,0,16.3%,3,1,33.33%,4,0,12.0%,All Nelson Agholor red zone receiving plays,Nelson Agholor,2016
PHI,14,6,42.86%,39,3,16.3%,6,2,33.33%,10,2,24.0%,All Zach Ertz red zone receiving plays,Zach Ertz,2016
SEA,14,1,7.14%,2,1,20.0%,10,1,10.00%,2,1,32.3%,All Jermaine Kearse red zone receiving plays,Jermaine Kearse,2016
DET,14,11,78.57%,57,5,16.7%,6,4,66.67%,8,3,16.2%,All Theo Riddick red zone receiving plays,Theo Riddick,2016
BUF,13,7,53.85%,70,3,26.5%,4,1,25.00%,7,1,20.0%,All Charles Clay red zone receiving plays,Charles Clay,2016
